epoch phase free0_mb o5 o6 o7 o8 o9 o10 d_pgscan_kswapd d_pgsteal_kswapd d_pgsteal_file d_refault_file d_compact_stall kswapd0_jiffies oom_kill d_pswpout d_pgsteal_direct d_pgscan_direct file_pages_mb
1789572192 pinup 57312 317 2781 9355 7582 3722 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572193 pinup 55730 317 101 7531 7582 3722 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572194 pinup 54148 317 101 4382 7582 3722 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572196 pinup 52557 318 101 1217 7582 3722 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572197 pinup 50972 318 101 32 6592 3722 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572198 pinup 49391 317 100 32 5010 3722 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572199 pinup 47807 318 100 32 3435 3722 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572200 pinup 46222 318 100 31 1851 3722 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572201 pinup 44625 317 101 32 265 3722 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572202 pinup 43032 317 101 32 2 3057 8535 0 0 0 6 0 99163 23 0 0 0 1607
1789572203 pinup 41450 318 101 31 2 2266 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572205 pinup 39868 303 100 31 2 1479 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572206 pinup 38284 303 100 32 2 687 8535 0 0 0 0 0 99163 23 0 0 0 1607
1789572207 pinup 36669 287 100 32 1 1 8475 0 0 0 2 0 99163 23 0 0 0 1589
1789572208 pinup 35079 225 101 32 2 1 8079 0 0 0 38 0 99163 23 0 0 0 1590
1789572209 pinup 33500 204 101 32 2 1 7685 0 0 0 0 0 99163 23 0 0 0 1590
1789572210 pinup 31892 144 100 31 1 0 7286 0 0 0 9 0 99163 23 0 0 0 1590
1789572211 pinup 30319 141 100 32 1 1 6892 0 0 0 0 0 99163 23 0 0 0 1590
1789572212 pinup 28728 128 100 31 2 1 6494 0 0 0 207 0 99163 23 0 0 0 1591
1789572214 pinup 27147 97 101 31 1 0 6101 0 0 0 0 0 99163 23 0 0 0 1591
1789572215 pinup 25568 102 100 31 2 0 5706 0 0 0 0 0 99163 23 0 0 0 1591
1789572216 pinup 23988 51 101 32 1 1 5312 0 0 0 0 0 99163 23 0 0 0 1591
1789572217 pinup 22403 53 100 32 2 1 4915 0 0 0 0 0 99163 23 0 0 0 1591
1789572218 pinup 20814 53 100 31 2 0 4519 0 0 0 0 0 99163 23 0 0 0 1591
1789572219 pinup 19218 9 98 32 2 1 4121 0 0 0 0 0 99163 23 0 0 0 1591
